*本資料庫所列數值單位均為每100 g可食部分之含量。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
整合編號,食品分類,樣品名稱,內容物描述,俗名,廢棄率(%),熱量(kcal),修正熱量(kcal),水分(g),粗蛋白(g),粗脂肪(g),飽和脂肪(g),灰分(g),總碳水化合物(g),膳食纖維(g),糖質總量(g),葡萄糖(g),果糖(g),半乳糖(g),麥芽糖(g),蔗糖(g),乳糖(g),鈉(mg),鉀(mg),鈣(mg),鎂(mg),鐵(mg),鋅(mg),磷(mg),銅(mg),錳(mg),維生素A總量(IU),視網醇當量(RE)(ug),視網醇(ug),α-胡蘿蔔素(ug),β-胡蘿蔔素(ug),維生素D總量(IU),維生素D總量(ug),維生素D2(ug),維生素D3(ug),維生素E總量(mg),α-維生素E當量(α-TE)(mg),α-生育酚(mg),β-生育酚(mg),γ-生育酚(mg),δ-生育酚(mg),維生素K1(ug),維生素K2 (MK-4)(ug),維生素K2 (MK-7)(ug),維生素B1(mg),維生素B2(mg),菸鹼素(mg),維生素B6(mg),維生素B12(ug),葉酸(ug),維生素C(mg),脂肪酸S總量(mg),酪酸(4:0)(mg),己酸(6:0)(mg),辛酸(8:0)(mg),癸酸(10:0)(mg),月桂酸(12:0)(mg),十三酸(13:0)(mg),肉豆蔻酸(14:0)(mg),十五酸(15:0)(mg),棕櫚酸(16:0)(mg),十七酸(17:0)(mg),硬脂酸(18:0)(mg),十九酸(19:0)(mg),花生酸(20:0)(mg),山酸(22:0)(mg),廿四酸(24:0)(mg),脂肪酸M總量(mg),肉豆蔻烯酸(14:1)(mg),棕櫚烯酸(16:1)(mg),油酸(18:1)(mg),鱈烯酸(20:1)(mg),芥子酸(22:1)(mg),脂肪酸P總量(mg),亞麻油酸(18:2)(mg),次亞麻油酸(18:3)(mg),十八碳四烯酸(18:4)(mg),花生油酸(20:4)(mg),廿碳五烯酸(20:5)(mg),廿二碳五烯酸(22:5)(mg),廿二碳六烯酸(22:6)(mg),其他脂肪酸(mg),P/M/S,反式脂肪(mg),水解胺基酸總量(mg),天門冬胺酸(Asp)(mg),酥胺酸(Thr)(mg),絲胺酸(Ser)(mg),麩胺酸(Glu)(mg),脯胺酸(Pro)(mg),甘胺酸(Gly)(mg),丙胺酸(Ala)(mg),胱胺酸(Cys)(mg),纈胺酸(Val)(mg),甲硫胺酸(Met)(mg),異白胺酸(Ile)(mg),白胺酸(Leu)(mg),酪胺酸(Tyr)(mg),苯丙胺酸(Phe)(mg),離胺酸(Lys)(mg),組胺酸(His)(mg),精胺酸(Arg)(mg),色胺酸(Trp)(mg),膽固醇(mg),酒精含量(g)
A0500203,穀物類,?米(台?2號),"樣品狀態:生,白?米; 前處理描述:混合均勻磨碎","蓬萊米,圓米",,357 ,355,13.2,7.2,0.5,0.1,0.4,78.7,0.6,0.0,0.0,0.0,,0.0,0.0,0.0,2,65,5,18,0.4,1.1,89,,,12,1,,0,7,,,,,0.76 ,0.18 ,0.13 ,0.01 ,0.34 ,0.28 ,,,,0.08,0.02,1.03,0.09,,22.2,0.0,144,0,0,0,0,0,0,4,0,120,0,12,0,4,1,2,185,0,1,182,2,0,179,173,6,0,0,0,0,0,0,1.24/1.29/1.00,,6840 ,613 ,230 ,338 ,1233 ,289 ,306 ,384 ,496 ,384 ,105 ,270 ,575 ,281 ,350 ,225 ,165 ,536 ,61 ,,
A0500204,穀物類,?米(台?8號),"樣品狀態:生,白?米; 前處理描述:混合均勻磨碎","蓬萊米,圓米",,355 ,354,13.5,6.9,0.4,0.1,0.3,78.8,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,2,64,4,16,0.4,1.6,72,,,17,2,,0,10,,,,,1.22 ,0.28 ,0.21 ,0.02 ,0.52 ,0.47 ,,,,0.05,0.01,0.98,0.10,,11.9,0.0,124,0,0,0,0,0,0,3,0,108,0,10,0,1,0,1,142,0,0,141,1,0,138,132,6,0,0,0,0,0,0,1.11/1.15/1.00,,6594 ,584 ,224 ,328 ,1198 ,276 ,298 ,367 ,577 ,356 ,86 ,251 ,538 ,267 ,323 ,222 ,159 ,495 ,45 ,,
A0500205,穀物類,?米(台?9號),"樣品狀態:生,白?米; 前處理描述:混合均勻磨碎","蓬萊米,圓米",,353 ,352,14.3,6.6,0.6,0.2,0.3,78.2,0.6,0.0,0.0,0.0,,0.0,0.0,0.0,2,71,5,18,0.2,1.5,74,,,0,0,,0,0,,,,,0.17 ,0.14 ,0.14 ,0.00 ,0.03 ,0.00 ,,,,0.06,0.02,1.05,0.12,,12.3,0.0,193,0,0,0,0,0,0,6,0,165,0,19,0,1,1,1,230,0,0,228,1,1,213,207,7,0,0,0,0,0,1,1.11/1.19/1.00,,6680 ,601 ,230 ,335 ,1252 ,279 ,303 ,382 ,576 ,357 ,102 ,253 ,559 ,251 ,285 ,220 ,161 ,494 ,40 ,,
A0500206,穀物類,?米(台農71號),"樣品狀態:生,白?米; 前處理描述:混合均勻磨碎","蓬萊米,圓米,益全香米",,357 ,355,13.3,7.9,0.6,0.2,0.4,77.8,0.9,0.1,0.0,0.0,,0.0,0.1,0.0,2,65,5,13,0.3,1.4,63,0.009 ,,10,1,,,6,,,,,0.13 ,0.12 ,0.11 ,0.00 ,0.02 ,0.00 ,,,,0.07,0.01,0.81,0.05,,11.3,0.0,222,0,0,0,0,0,0,7,0,189,0,18,0,2,4,2,201,0,0,198,2,0,216,210,7,0,0,0,0,0,1,1.08/1.00/1.10,,6548 ,586 ,239 ,354 ,1208 ,281 ,296 ,367 ,144 ,393 ,136 ,267 ,544 ,302 ,354 ,239 ,184 ,553 ,102 ,,
A0500207,穀物類,?米(高雄139號),"樣品狀態:生,白?米; 前處理描述:混合均勻磨碎","蓬萊米,圓米",,357 ,355,13.7,6.1,1.2,0.3,0.5,78.5,1.3,0.4,0.1,0.0,,0.0,0.4,0.0,2,117,6,42,1.0,1.8,131,,,0,0,,0,0,,,,,0.50 ,0.46 ,0.44 ,0.02 ,0.04 ,0.00 ,,,,0.13,0.02,2.18,0.09,,29.2,0.0,302,0,0,0,0,0,0,6,0,233,0,27,0,6,2,27,470,0,2,462,5,0,412,400,13,0,0,0,0,0,0,1.37/1.56/1.00,,6022 ,573 ,209 ,287 ,1126 ,259 ,291 ,359 ,462 ,360 ,50 ,255 ,515 ,154 ,293 ,221 ,143 ,429 ,38 ,,
A0500208,穀物類,?米(高雄142號),"樣品狀態:生,白?米; 前處理描述:混合均勻磨碎","蓬萊米,圓米",,353 ,352,14.3,7.0,0.6,,0.4,77.7,0.2,,,,,,,,4,74,6,19,0.2,1.4,49,,,,,,,,,,,,0.20 ,0.17 ,0.16 ,0.01 ,0.03 ,0.00 ,,,,0.10,0.03,0.70,0.02,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6894 ,628 ,240 ,342 ,1206 ,319 ,306 ,381 ,413 ,407 ,134 ,268 ,559 ,326 ,352 ,235 ,181 ,597 ,0 ,,
A0500209,穀物類,?米(高雄145號),"樣品狀態:生,白?米; 前處理描述:混合均勻磨碎",,,364 ,362,11.8,6.8,1.0,0.3,0.4,80.0,1.0,0.2,0.0,0.0,,0.0,0.2,0.0,1,93,5,29,0.3,1.6,97,,,0,0,,,0,,,,,0.31 ,0.31 ,0.31 ,0.00 ,0.00 ,0.00 ,,,,0.11,0.02,1.43,0.10,,35.6,0.0,339,0,0,0,0,0,0,0,0,281,0,49,0,4,0,4,327,0,2,322,3,0,313,304,9,0,0,0,0,0,0,1.00/1.04/1.08,,6613 ,624 ,234 ,340 ,1290 ,300 ,317 ,390 ,97 ,383 ,138 ,268 ,572 ,280 ,350 ,241 ,158 ,547 ,83 ,,
A0500210,穀物類,?米(高雄139號)(2021年取樣),"樣品狀態:生,白?米; 前處理描述:混合均勻磨碎","蓬萊米,圓米",0 ,352 ,351,14.4,5.7,0.5,0.2,0.3,79.2,0.8,0.1,0.0,0.0,0.0,0.0,0.1,0.0,1,53,3,17,0.0,1.5,59,0.199 ,1.023 ,0,0,0,,0,0.00 ,0.00 ,0.00 ,0.00 ,0.13 ,0.11 ,0.11 ,0.00 ,0.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.04,0.00,0.69,0.00,0.00,14.1,0.0,180,0,0,0,0,0,0,6,0,157,0,11,0,2,2,2,123,0,0,105,2,16,154,149,5,0,0,0,0,0,5,1.26/1.00/1.47,0 ,4646 ,408 ,141 ,246 ,917 ,221 ,230 ,296 ,61 ,293 ,41 ,194 ,432 ,199 ,254 ,168 ,107 ,375 ,63 ,0 ,
A0500301,穀物類,越光米,"樣品狀態:生,白?米; 前處理描述:混合均勻磨碎","蓬萊米,圓米",,340 ,338,17.8,7.6,1.0,0.2,0.5,73.3,0.9,0.0,0.0,0.0,,0.0,0.0,0.0,1,90,5,21,0.1,1.8,89,,,0,0,,,0,,,,,0.14 ,0.09 ,0.07 ,0.04 ,0.03 ,0.00 ,,,,0.06,0.00,1.14,0.11,,24.8,0.0,226,0,0,1,0,4,0,6,0,186,0,24,0,5,0,0,391,0,2,385,4,0,359,347,13,0,0,0,0,0,0,1.59/1.73/1.00,,6056 ,602 ,173 ,315 ,1172 ,268 ,305 ,324 ,94 ,368 ,103 ,262 ,530 ,271 ,310 ,213 ,162 ,470 ,114 ,,
A0500302,穀物類,越光米(台南16號)(2024年取樣),"樣品狀態:生,白?米; 前處理描述:混合均勻磨碎","蓬萊米,圓米",0 ,356 ,354,13.3,6.9,0.3,0.1,0.3,79.1,0.9,0.1,0.0,0.0,0.0,0.0,0.1,0.0,1,94,5,20,0.4,1.6,88,0.299 ,0.606 ,0,0,,,0,0.00 ,0.00 ,0.00 ,,0.61 ,0.08 ,0.07 ,0.00 ,0.02 ,0.52 ,0.00 ,0.00 ,0.00 ,0.05,0.02,0.99,0.07,,22.8,0.0,144,0,4,5,0,0,0,0,0,119,0,10,0,3,2,3,84,0,0,82,1,0,91,88,3,0,0,0,0,0,4,1.08/1.00/1.71,0 ,5891 ,580 ,221 ,319 ,1157 ,274 ,289 ,344 ,90 ,352 ,38 ,229 ,502 ,283 ,302 ,204 ,132 ,517 ,58 ,,
A0500401,穀物類,秈型糯米(台中糯70號),樣品狀態:生; 前處理描述:混合均勻磨碎,長糯米,,361 ,360,12.4,7.9,0.9,0.2,0.5,78.4,0.4,,,,,,,,1,95,5,31,0.2,1.0,80,,,0,0,,0,0,,,,,0.68 ,0.51 ,0.50 ,0.01 ,0.12 ,0.06 ,,,,0.09,0.03,1.69,0.09,,55.9,0.0,240,0,0,0,0,0,0,7,0,198,0,24,0,7,0,5,320,0,0,317,3,0,330,318,11,0,0,0,0,0,0,1.37/1.34/1.00,,8191 ,698 ,279 ,387 ,1457 ,369 ,352 ,461 ,756 ,469 ,148 ,318 ,672 ,335 ,414 ,263 ,197 ,616 ,0 ,,
A05005,穀物類,?型糯米平均值,樣品狀態:生; 前處理描述:混合均勻磨碎,圓糯米,,358 ,357,13.1,8.3,0.8,0.2,0.3,77.4,0.7,,,,,,,,3,106,7,25,0.4,0.9,82,,,0,0,,0,0,,,,,0.44 ,0.40 ,0.39 ,0.01 ,0.04 ,0.01 ,,,,0.12,0.03,1.28,0.07,,18.5,2.3,229,0,0,0,0,0,0,6,0,196,0,19,5,0,0,4,267,0,0,267,0,0,313,301,12,0,0,0,0,0,0,1.37/1.17/1.00,,7933 ,721 ,236 ,416 ,1464 ,369 ,358 ,449 ,327 ,452 ,150 ,306 ,662 ,387 ,416 ,260 ,204 ,701 ,54 ,,
A0500501,穀物類,?型糯米,樣品狀態:生; 前處理描述:混合均勻磨碎,圓糯米,,359 ,357,12.8,8.4,0.5,0.1,0.3,78.0,0.7,,,,,,,,2,119,6,23,0.4,0.9,110,,,0,0,,0,0,,,,,0.42 ,0.42 ,0.42 ,0.00 ,0.00 ,0.00 ,,,,0.09,0.02,1.65,0.13,,14.0,2.3,147,0,0,0,0,0,0,4,0,126,0,12,3,0,0,2,172,0,0,172,0,0,201,194,8,0,0,0,0,0,0,1.37/1.17/1.00,,7867 ,717 ,271 ,402 ,1440 ,352 ,355 ,441 ,328 ,448 ,139 ,307 ,660 ,357 ,415 ,255 ,204 ,667 ,109 ,,
A0500502,穀物類,?型糯米(台?糯1號),樣品狀態:生; 前處理描述:混合均勻磨碎,圓糯米,,358 ,356,13.5,8.2,1.1,,0.4,76.8,0.7,,,,,,,,4,93,7,27,0.4,0.9,55,,,,,,,,,,,,0.46 ,0.38 ,0.36 ,0.02 ,0.07 ,0.01 ,,,,0.14,0.03,0.90,0.02,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7999 ,725 ,201 ,431 ,1488 ,385 ,361 ,456 ,326 ,456 ,161 ,305 ,664 ,418 ,417 ,265 ,205 ,735 ,0 ,,
A0500601,穀物類,野生紅米,"樣品狀態:生,野生栽植; 前處理描述:混合均勻磨碎",,,360 ,352,13.7,7.7,2.6,0.6,1.3,74.7,3.4,0.3,0.0,0.0,,0.0,0.3,0.0,8,253,15,108,0.7,2.9,321,,,0,0,,,0,,,,,1.21 ,0.90 ,0.83 ,0.09 ,0.25 ,0.03 ,,,,0.36,0.03,5.76,0.21,,108.4,0.0,581,0,0,0,0,0,0,13,0,469,1,64,0,17,7,9,1085,0,6,1069,10,0,925,892,32,0,0,0,0,0,5,1.59/1.87/1.00,,6938 ,637 ,239 ,342 ,1272 ,297 ,336 ,408 ,155 ,412 ,153 ,272 ,574 ,306 ,345 ,261 ,210 ,542 ,177 ,,
A0500701,穀物類,紅糯糙米,樣品狀態:生; 前處理描述:混合均勻磨碎,,,362 ,352,13.1,9.9,2.8,0.7,1.5,72.6,4.5,0.3,0.0,0.0,,0.0,0.3,0.0,1,330,12,133,1.0,3.0,346,,,0,0,,,0,,,,,0.93 ,0.42 ,0.34 ,0.06 ,0.50 ,0.03 ,,,,0.44,0.05,7.45,0.21,,78.7,0.0,740,0,0,0,0,1,0,28,1,608,0,58,0,20,8,16,1029,0,5,1013,12,0,1076,1035,41,0,0,0,0,0,1,1.45/1.39/1.00,,9749 ,958 ,346 ,492 ,1907 ,415 ,476 ,560 ,168 ,570 ,154 ,406 ,806 ,447 ,482 ,374 ,256 ,768 ,165 ,,
A0500801,穀物類,黑秈糯糙米,樣品狀態:生; 前處理描述:混合均勻磨碎,"黑糯米,紫糯米,紫米,貢米,長生米",,357 ,350,14.8,10.1,3.5,0.9,1.5,70.1,3.3,,,,,,,,3,302,9,121,1.6,1.7,205,,,19,2,,4,10,,,,,2.82 ,1.37 ,1.06 ,0.41 ,0.99 ,0.37 ,,,,0.46,0.10,6.52,0.25,,60.5,10.3,863,0,0,0,0,0,0,21,0,665,0,105,0,33,14,24,1412,0,7,1389,16,0,1190,1150,41,0,0,0,0,0,0,1.38/1.64/1.00,,9204 ,884 ,344 ,465 ,1661 ,215 ,448 ,555 ,337 ,534 ,176 ,383 ,792 ,427 ,483 ,376 ,259 ,795 ,71 ,,
A0500901,穀物類,胚芽秈米(台中秈10號),樣品狀態:生; 前處理描述:混合均勻磨碎,,,363 ,357,12.3,8.3,2.1,0.5,1.3,76.1,2.8,0.5,0.0,0.0,,0.0,0.5,0.0,2,268,9,119,0.9,2.2,314,,,19,2,,0,11,,,,,1.73 ,0.81 ,0.69 ,0.08 ,0.77 ,0.19 ,,,,0.35,0.04,6.29,0.28,,34.7,0.0,548,0,0,0,0,0,0,15,0,455,1,50,0,14,7,7,787,0,2,776,8,1,736,709,27,0,0,0,0,0,1,1.34/1.44/1.00,,7932 ,690 ,278 ,373 ,1340 ,335 ,361 ,458 ,840 ,422 ,97 ,291 ,613 ,292 ,449 ,291 ,195 ,558 ,50 ,,
A05010,穀物類,胚芽?米平均值,樣品狀態:生; 前處理描述:混合均勻磨碎,,,362 ,358,12.7,8.2,1.6,0.5,0.7,76.8,1.5,0.2,0.0,0.0,,0.0,0.2,0.0,1,128,8,53,0.6,1.6,164,0.009 ,,1,0,,,1,,,,,2.24 ,0.99 ,0.87 ,0.04 ,0.87 ,0.46 ,,,,0.28,0.04,2.52,0.12,,21.9,0.1,464,0,0,0,0,0,0,12,0,398,1,36,0,6,4,8,560,0,1,549,6,5,545,524,20,0,0,0,1,0,0,1.17/1.21/1.00,,7034 ,696 ,252 ,379 ,1350 ,288 ,349 ,441 ,114 ,375 ,111 ,264 ,619 ,318 ,372 ,259 ,177 ,584 ,86 ,,
A0501001,穀物類,胚芽?米(台?10號）,樣品狀態:生; 前處理描述:混合均勻磨碎,,,360 ,357,13.1,7.3,1.7,0.5,0.8,77.2,1.8,0.0,0.0,0.0,,0.0,0.0,0.0,1,149,8,60,0.6,1.5,179,,,0,0,,,0,,,,,3.16 ,1.19 ,1.02 ,0.05 ,1.18 ,0.91 ,,,,0.31,0.03,2.29,0.13,,15.4,0.1,492,0,0,0,0,0,0,15,0,409,1,45,0,8,4,9,636,0,3,624,7,3,540,521,19,0,0,0,0,0,0,1.10/1.29/1.00,,6986 ,662 ,252 ,358 ,1317 ,292 ,348 ,422 ,104 ,399 ,113 ,282 ,604 ,308 ,359 ,265 ,187 ,615 ,98 ,,
A0501002,穀物類,胚芽?米(台?9號),樣品狀態:生; 前處理描述:混合均勻磨碎,,,363 ,360,12.3,9.1,1.5,0.4,0.7,76.5,1.3,0.3,0.0,0.0,,0.0,0.3,0.0,2,107,8,47,0.5,1.7,148,0.009 ,,3,0,,,2,,,,,1.31 ,0.80 ,0.72 ,0.03 ,0.56 ,0.00 ,,,,0.25,0.05,2.75,0.12,,28.4,0.0,436,0,0,0,0,0,0,10,0,384,0,28,0,5,3,6,490,0,0,478,5,6,545,522,20,0,0,0,2,0,0,1.25/1.12/1.00,,7081 ,731 ,253 ,399 ,1382 ,283 ,349 ,460 ,124 ,350 ,109 ,247 ,635 ,329 ,385 ,253 ,166 ,553 ,74 ,,
A05011,穀物類,發芽?米平均值,樣品狀態:生; 前處理描述:混合均勻磨碎,發芽糙米,,355 ,348,14.8,7.8,2.3,0.5,1.1,74.0,3.3,0.2,0.2,0.0,,0.0,0.0,0.0,3,126,29,105,0.9,2.1,254,,,23,2,,,14,,,,,1.52 ,1.12 ,1.06 ,0.06 ,0.26 ,0.14 ,,,,0.29,0.06,5.20,0.13,,22.5,0.0,545,0,0,0,0,1,0,12,1,454,1,45,0,12,6,13,1036,0,4,1015,13,4,764,735,29,0,0,0,0,0,1,1.40/1.90/1.00,,6724 ,610 ,240 ,338 ,1211 ,311 ,332 ,404 ,116 ,383 ,113 ,267 ,562 ,314 ,357 ,285 ,196 ,571 ,115 ,,
A0501103,穀物類,發芽?米(台?71號),樣品狀態:生; 前處理描述:混合均勻磨碎,"發芽糙米,益全香米發芽米",,357 ,350,14.8,7.4,2.8,0.6,1.1,73.9,3.3,0.3,0.3,0.0,,0.0,0.0,0.0,3,167,31,115,0.8,2.3,285,,,0,0,,,0,,,,,0.79 ,0.72 ,0.69 ,0.05 ,0.05 ,0.00 ,,,,0.29,0.09,6.47,0.14,,24.4,0.0,565,0,1,0,0,1,0,9,1,476,1,42,0,14,7,13,1276,0,5,1247,18,6,961,926,35,0,0,0,0,0,1,1.70/2.26/1.00,,7407 ,646 ,256 ,363 ,1373 ,356 ,351 ,428 ,145 ,424 ,140 ,283 ,597 ,376 ,393 ,292 ,221 ,623 ,141 ,,
A0501104,穀物類,發芽?米(台?9號）,樣品狀態:生; 前處理描述:混合均勻磨碎,發芽糙米,,353 ,346,14.8,8.2,1.9,0.5,1.0,74.1,3.4,0.0,0.0,0.0,,0.0,0.0,0.0,3,86,28,94,1.0,1.9,223,,,45,5,,,27,,,,,2.26 ,1.52 ,1.42 ,0.08 ,0.47 ,0.29 ,,,,0.29,0.04,3.94,0.12,,20.6,0.0,497,0,0,0,0,1,0,13,1,410,1,44,0,10,5,12,809,0,3,795,9,2,582,559,22,0,0,0,0,0,1,1.17/1.63/1.00,,6042 ,574 ,225 ,313 ,1050 ,267 ,313 ,380 ,86 ,342 ,87 ,251 ,526 ,253 ,322 ,278 ,171 ,518 ,88 ,,
A0501201,穀物類,糙秈米,樣品狀態:生; 前處理描述:混合均勻磨碎,糙米,,359 ,352,14.4,7.3,3.2,0.8,1.5,73.6,3.3,0.3,0.2,0.0,,0.0,0.1,0.0,4,304,14,131,0.9,2.2,345,,,0,0,,,0,,,,,1.11 ,0.54 ,0.46 ,0.06 ,0.57 ,0.02 ,,,,0.33,0.15,7.92,0.23,,36.8,0.0,801,0,1,1,1,1,0,18,1,636,2,78,0,25,13,24,1278,0,6,1257,14,2,1126,1085,41,0,0,0,0,0,1,1.41/1.60/1.00,,6818 ,622 ,250 ,330 ,1237 ,338 ,332 ,411 ,140 ,399 ,127 ,266 ,537 ,303 ,360 ,282 ,192 ,547 ,146 ,,
A05013,穀物類,糙?米平均值,樣品狀態:生; 前處理描述:混合均勻磨碎,糙米,,364 ,355,12.5,7.4,2.3,0.6,1.1,76.6,4.5,0.5,0.0,0.0,,0.0,0.5,0.0,3,220,13,100,1.0,1.9,239,,,0,0,,,0,,,,,3.99 ,1.71 ,1.51 ,0.08 ,1.36 ,1.04 ,,,,0.33,0.05,5.43,0.14,,27.1,0.1,572,0,0,0,0,0,0,13,1,478,1,48,0,12,6,13,1010,0,3,994,11,2,745,719,27,0,0,0,0,0,1,1.30/1.77/1.00,,6961 ,667 ,258 ,359 ,1301 ,304 ,355 ,419 ,111 ,389 ,100 ,279 ,602 ,311 ,356 ,275 ,170 ,606 ,100 ,,
A0501301,穀物類,糙?米(台?71號),樣品狀態:生; 前處理描述:混合均勻磨碎,益全香米糙米,,360 ,353,13.6,9.0,2.6,0.5,1.2,73.6,3.5,0.5,0.0,0.0,,0.0,0.5,0.0,3,223,9,114,1.5,2.1,284,,,0,0,,,0,,,,,1.10 ,1.05 ,1.05 ,0.01 ,0.04 ,0.00 ,,,,0.37,0.07,6.32,0.13,,16.6,0.0,523,0,0,0,0,0,0,7,1,439,1,40,0,15,7,13,1170,0,4,1149,15,2,925,890,35,0,0,0,0,0,2,1.77/2.24/1.00,,7880 ,712 ,334 ,478 ,1443 ,393 ,369 ,444 ,202 ,538 ,18 ,362 ,310 ,349 ,441 ,344 ,227 ,731 ,185 ,,
A0501302,穀物類,糙?米(台?9號),樣品狀態:生; 前處理描述:混合均勻磨碎,糙米,,364 ,355,12.5,7.4,2.3,0.6,1.1,76.6,4.5,0.5,0.0,0.0,,0.0,0.5,0.0,3,220,13,100,1.0,1.9,239,,,0,0,,,0,,,,,3.99 ,1.71 ,1.51 ,0.08 ,1.36 ,1.04 ,,,,0.33,0.05,5.43,0.14,,27.1,0.1,572,0,0,0,0,0,0,13,1,478,1,48,0,12,6,13,1010,0,3,994,11,2,745,719,27,0,0,0,0,0,1,1.30/1.77/1.00,,6961 ,667 ,258 ,359 ,1301 ,304 ,355 ,419 ,111 ,389 ,100 ,279 ,602 ,311 ,356 ,275 ,170 ,606 ,100 ,,
A0501401,穀物類,黑秈糙米,"樣品狀態:生,真空袋裝; 前處理描述:混合均勻磨碎",黑米,0 ,363 ,354,13.7,7.5,3.5,0.9,1.4,74.0,4.4,0.8,0.1,0.0,0.0,0.0,0.7,0.0,1,274,10,119,1.1,1.8,324,0.207 ,1.495 ,48,5,,,29,0.00 ,0.00 ,0.00 ,,1.87 ,1.00 ,0.86 ,0.09 ,0.88 ,0.05 ,14.98 ,0.00 ,0.00 ,0.31,0.07,6.54,0.23,0.00,41.6,0.0,913,0,0,0,0,0,0,24,0,805,0,62,0,14,0,8,1370,0,0,1364,6,0,1162,1120,41,0,0,0,0,0,10,1.27/1.50/1.00,0 ,6743 ,633 ,243 ,346 ,1246 ,343 ,348 ,437 ,98 ,417 ,102 ,281 ,601 ,273 ,345 ,265 ,166 ,514 ,84 ,,
A0510101,穀物類,加鈣米,"樣品狀態:生,含碳酸鈣之精選?米; 前處理描述:混合均勻磨碎",,,355 ,354,13.6,7.4,0.7,0.2,0.6,77.7,0.7,,,,,,,,8,83,170,19,0.5,2.1,87,,,0,0,,0,0,,,,,0.18 ,0.16 ,0.16 ,0.00 ,0.02 ,0.00 ,,,,0.09,0.02,0.89,0.07,,33.0,0.0,156,0,0,0,0,0,0,2,0,136,0,12,0,3,1,2,282,0,1,278,3,0,301,292,9,0,0,0,0,0,0,1.93/1.81/1.00,,7280 ,659 ,248 ,359 ,1406 ,333 ,327 ,432 ,315 ,431 ,144 ,303 ,625 ,224 ,381 ,239 ,323 ,452 ,80 ,,
A0510201,穀物類,高纖米,"樣品狀態:生,高纖?米; 前處理描述:混合均勻磨碎",高纖蓬萊米,,363 ,357,12.8,8.3,2.5,0.5,1.2,75.2,2.8,,,,,,,,3,260,4,107,1.5,1.7,283,,,15,2,,0,9,,,,,1.63 ,1.36 ,1.31 ,0.06 ,0.22 ,0.04 ,,,,0.43,0.04,6.35,0.47,,31.8,2.0,509,0,0,0,0,0,0,9,0,430,0,48,0,0,8,14,1050,0,5,1032,13,0,912,878,33,0,0,0,0,0,0,1.79/2.06/1.00,,7630 ,774 ,296 ,391 ,1477 ,0 ,390 ,466 ,329 ,436 ,60 ,310 ,667 ,327 ,406 ,321 ,205 ,658 ,116 ,,
A0510301,穀物類,五穀米,"樣品狀態:生(糙米,薏仁,蕎麥,小米,黑糯米,麥片,紅扁豆,紅薏仁等); 前處理描述:混合均勻磨碎",,,358 ,348,14.3,8.7,2.9,0.8,1.3,72.9,4.9,0.9,0.4,0.0,,0.0,0.5,0.0,2,261,19,117,1.6,1.8,347,,,0,0,,,0,,,,,1.91 ,0.91 ,0.77 ,0.08 ,0.89 ,0.17 ,,,,0.48,0.06,6.60,0.20,,28.2,0.0,756,0,0,0,0,0,0,16,0,625,2,72,0,16,11,14,1039,0,5,1016,18,0,1057,1017,40,0,0,0,0,0,0,1.40/1.37/1.00,,8785 ,735 ,310 ,440 ,1827 ,527 ,410 ,527 ,112 ,484 ,133 ,336 ,728 ,353 ,445 ,379 ,258 ,642 ,141 ,,
A0510401,穀物類,米胚芽,樣品狀態:生; 前處理描述:混合均勻磨碎,,,391 ,360,11.4,17.0,12.7,3.0,5.9,52.9,14.7,,,,,,,,5,1321,43,550,7.2,16.4,1604,,,0,0,,0,0,,,,,14.14 ,12.37 ,11.82 ,0.81 ,1.39 ,0.12 ,,,,6.91,0.25,8.10,1.66,,512.9,0.0,2991,0,0,0,0,0,0,19,0,2564,10,304,0,70,24,0,4705,0,29,4638,38,0,5026,4870,155,0,0,0,0,0,0,1.68/1.57/1.00,,13395 ,1352 ,552 ,680 ,2214 ,572 ,824 ,928 ,227 ,711 ,164 ,461 ,930 ,462 ,547 ,742 ,462 ,1245 ,324 ,,
A0520201,穀物類,秈米粉,樣品狀態:水磨在來米粉; 前處理描述:混合均勻,在來米粉,,363 ,362,11.9,4.2,0.4,0.1,0.2,83.4,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,10,15,12,20,0.5,0.6,55,,,2,0,,0,1,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,0.01,0.03,0.11,0.11,,53.6,0.0,91,0,0,0,0,1,0,2,0,75,0,9,0,1,1,2,177,0,1,176,1,0,153,150,2,0,0,0,0,0,1,1.68/1.95/1.00,,4261 ,390 ,143 ,210 ,807 ,205 ,189 ,248 ,123 ,260 ,72 ,179 ,369 ,177 ,223 ,155 ,130 ,331 ,51 ,,
